,username,full_text
891,rasa2086,Pembangunan IKN Sesuai Program Net Zero Emision Indonesia 2045 Pembangunan IKN yang didasarkan pada prinsip pengurangan risiko terhadap perubahan iklim dan bencana akan membantu menurunkan emisi karbon di Indonesia Liverpool Onana Coach Justin Kaesang Wangi Nunez
892,fregnand88,Tepat karena dari sisi program jelas berseberangan Intinya kita tidak setuju dengan program2 itu khususnya makan siang gratis dan melanjutkan IKN Karena akan membuat beban bagi negara Program2 itu sifatnya konsumtif bukan produktif Dana pakai pinjaman pula
893,Hansunriko,Pembangunan Ibu Kota Nusantara IKN Kalimantan Timur sesuai dengan rencana program mewujudkan net zero emision pada 2045 Konsep hijau di IKN akan membantu menurunkan emisi karbon di Indonesia Liverpool Onana Coach Justin Kaesang Wangi Nunez
894,kalamadandy,Ini program membuat citra jakarta memburuk biar pada pindah ke ikn kak Jarang jarang kan jalan tj di buka
895,feyie1828,Kita dukung program luhut agar cina bisa menanam padi di indonesia lokasi dekat IKNayoo jokowi dukung si luhut
896,ObiWan_Catnobi,Buat bayarin program tolol amp ikn
897,ParisNonik,Eh Doanya kok gitu walaupun dikhianati doakan yg baik masa doa supaya pada mampus hish ngga takut doanya kembali ke diri sendiri Doakan supaya mereka tobat dari kecurangan amanah dalam melaksanakan tugas program makan siang gratis bermanfaat Ikn sukses Gitu bro
898,RezaArinanda48,Ya mo gimana Kereta Cepet sama IKN itu kurang duitnya Ditambah program Makan Gratis nanti Padahal ketiga hal itu bisa di pake bangun transport umum yang ramah kantong push ketahanan pangan Benerin Food Estate sama tingkatin kemampuan Militer di tengah resiko perang
899,dancersejati07,IKN program genosida Waduh 21 Suku Etnik Terancam Punah Imbas Pembangunan IKN
900,kamukamu11_,Loh kan emang bener manis bro 40 kota setara IKN itu kan program bagus Apa sih bro Why dengan kata janji manis
901,queenofstone_,mental sendernya kuat bet ambil Wijaya Karya dari fundamentalnya aja nakutin Semangat senderr semoga program IKN berjalan lancar
902,mengcaphe,Ini berlaku juga sih untuk hal lainnya misal kemarin ramai soal IKN dan program makan siang Menurut gue fine aja mengkritisi itu dari background ilmu masing dan bukan berarti menolak programnya Tapi lebih menyayangkan aja sih sebenernya
903,GeorgeIsromi,Dan kalau melihat berita2 kayak otw politik Dinasti program makan yg akan membebani anggaran pajak yg udah mulai naik ikn utk orang elit aj respon kalian gmn Kok fokusnya jadi lebih kayak mengasihani pendukung atau paslon 01 03 yg perlu dikasihani sbnrnya siapa
904,titalkamkawan,Mari kita ikuti bersama seperti apa Pemerintahan Prabowo ini kedepan andai berjalan mulus sesuai janji dan program kampanye its OKAY Andai tidak mulus dan amburadul siap2 utk kecewa 5 tahun mendatangInga inga pusat Pemerintahan ada di IKN
905,norainafteryou,Lbh dari 50 org Indonesia memilih u tdk dicerdaskan Pasangan terpilih yg punya tagline melanjutkan program pemerintah skrg aja udah aneh Memilih IKN drpd menambah ribuan sekolah di daerah yg akses pendidikan terbatas itu salah satu bentuk ignorance terhadap pembukaan UUD 45
906,BangRus23,Betul Jadi oposisi yang kuat parpol yang kalah pilpres jadi oposisi semua Jegal program makam siang gratis ikn dan program lainnya yg tidak prorakyat Jika program mereka tidak jalan disitulah akhir dari pemerintahan mereka nantinya
907,safrudinryo,Faktanya dari jaman SBY sampai JKW semua sekolahan dari SDSMA negeri gratis tis tis klw itu mau di ilangin tdk mungkin lah krn sdh masuk anggaran 20 APBN nah klw mau maksi bisa juga itu kan program mereka Tanya mu salah IKN atau Maksi hrs e Pend gratis atau Maksi
908,anakodok2009,Maklum ke dpn byk program yg hrs dibiayai ada ikn mkn siang gratis
909,Lumaera1,Program begini diganti maksi gratis bjir akwowwkwowk Udh APBN seret gegara IKN amp pembangunan kereta cepat tambah seret sama program yg benefitnya jangka pendek doang
910,ridwannowo,Kebijakan Pendidikan IKN Adopsi Program Merdeka Belajar Plus Putusan MK Mahkamah Konstitusi Ten Hag Antony
911,FincapesProject,Rencana Induk ini diluncurkan oleh kemitraan Asian Development Bank ADB dan pemerintah Indonesia dengan tujuan untuk memandu Otoritas IKN dalam menetapkan arah kebijakan program dan target perlindungan keanekaragaman hayati selama lima tahun ke depan
912,liputan6dotcom,Kebijakan Pendidikan IKN Adopsi Program Merdeka Belajar Plus
913,anaakpaman,Kebijakan Pendidikan IKN Adopsi Program Merdeka Belajar Plus Mahkamah Konstitusi Codeblu Lilly Shin Tae Yong Dari 30
914,prokaldotco,Program Merdeka Belajar Plus Diterapkan di IKN sebagai Langkah Inovatif dalam Pendidikan
915,kemalkecebur,Kebijakan Pendidikan IKN Adopsi Program Merdeka Belajar Plus Arhan Hubner Codeblu Rizky Ridho Bright Shin Tae Yong
916,BuchroniK,HANYA IJAZAH PALSU YANG BISA BEBASKAN HUTANG INDONESIA Keempat segala kontrak dengan asing termasuk investasi IKN Kereta Cepat China jaminan APBN program OBOR maupun hutanghutang luar negeri yang dilakukan oleh Presiden ataupun Menteri menjadi masalah hukum dan politik
917,neysaalshara,Kebijakan Pendidikan IKN Adopsi Program Merdeka Belajar Plus 3000 T Chanyeol yixing WE ARE ONE
918,IDNTimesKaltim,Pendidikan di IKN Gunakan Program Merdeka Belajar Plus
919,alfatih212426,Pembangkangan program China IKN lewat rezim boneka RRC
920,Ipinmuach,Semoga program itu semua segera dapat terealisasi untuk IKN dengan Emirat Arab semoga sukses selalu untuk kedepanya
921,BasoJunaid7,Wamendes PDTT menghadiri kegiatan Program Pendidikan Reguler Angkatan PPRA LXVI tahun 2024 dengan tema implementasi kebijakan IKN dalam perspektif Sistem Menejemen Nasional Sismennas di Jakarta pada Rabu 174
922,tisnawardan1626,Kemungkinan program selanjutnya akan terlibat dlm pengiriman barang lainnya seperti material pembuatan jembatan masjid Nusantara gedung PURR area TPA IKN dan lainnya Sbg wujud komitmen dlm mendukung pembangunan Infrastruktur Nasional
923,JancukTo87,Tak lain dan tak bukan sudah pasti Mukidi Plonga Plongo kasih perintah ke si Heru Budi biar bisa dapat cuan lebih dari menaikkan semua harga untuk IKN dan cicilan hutang 160 tahun ke cina karena program kereta cepat si bocor bocor
924,RizalCania14819,Jika MK tetap memenangkan 02 sebagai Pemenang Pilpres 2024 saya sangat Mendukung Sumatera Memisahkan diri dari NKRI Prabowo akan melanjutkan Program Jokowi diantaranya Pemindahan Ibukota Negara dari Jakarta ke Penajam Kalimantan IKN diDesign diBiayai dan akan diKendalikan Cina
925,anxiousreflux,program ikn korupsi besar tp gatau lanjutannya
926,adypiliang,Memang sih harus diakui Jokowi punya keberanian utk memindahkan Ibukota ke IKN Kaltim dalam ketimpangan nantinya di Indonesia Timur yg menjadi pertimbangan presiden2 sebelumnya Tapi Jokowi punya program terselubung yang anggaran sampai 470 Triliun dan dananya dari mana
927,Aguesta_RAD,Yaa iyalah ngapain batal trus pilpres lagi lanjutin aja IKN klo bisa pilpres tiap 8 thun skali biar program tiap presiden bisa jalan n indo pasti jdi ngara maju
928,ETOfficial7,Wamendes PDTT menghadiri kegiatan Program Pendidikan Reguler Angkatan PPRA LXVI tahun 2024 dengan tema implementasi kebijakan IKN dalam perspektif Sistem Menejemen Nasional Sismennas di Jakarta pada Rabu 174
929,Supar_Paijo,Wamendes PDTT menghadiri kegiatan Program Pendidikan Reguler Angkatan PPRA LXVI tahun 2024 dengan tema implementasi kebijakan IKN dalam perspektif Sistem Menejemen Nasional Sismennas di Jakarta pada Rabu 174
930,kemendespdtt,Wamendes PDTT menghadiri kegiatan Program Pendidikan Reguler Angkatan PPRA LXVI tahun 2024 dengan tema implementasi kebijakan IKN dalam perspektif Sistem Menejemen Nasional Sismennas di Jakarta pada Rabu 174
931,RLanang_,IKN Nusantara perlahan makin mantap Desa di wilayah IKN berubah status jadi kota Otorita IKN memastikan program perbaikan dan pembangunan infrastruktur desa sebagai program infrastruktur Kota Nusantara Gaji 100jt Qatar Haaland Madrid Gunung Ruang
932,OppungTp,Itu dua hal yang berbeda Bro Sudah barang tentu metode dan cara penanganannya pun harus berbeda karena tujuan dari kedua program inipun berbeda Artinya program IKN dan Makan siang gratis harus berjalan secara simultan Yang satu dilakukan tetapi yg lain tidak diabaikan
933,xekaiforce,Sebagai orang yg g pernah pilih Jkw harus tetap mengakui ada bbrapa program yg suka dan setuju IKN adalah salah satunya Cuma tetep aja harapnnya benar2 dikaji baik kelayakan dan efisiensi eksekusi Jangan jadi lahan basah buat korupsi
934,VIVAcoid,12 Program Kerja KSAU Baru Meningkatkan Pola Operasi hingga Persiapan Mobilisasi ke IKN
935,wisnudinarko,Pemindahan IKN apakah masuk dalam visi misi amp program kampanye beliau tahun 2019 Bagaimana ttng pencegahan amp pemberantasan KKN Bagaimana penegakan amp keadilan hukum
936,Ich_one_piece,Masalahnya program Makan Siang Gratis bakal merata sampe ke Papua gak Atau sama aja kayak program2 pemerintah lain yg Jawasentris Apalagi tim klen udah bilang klo bakal bertahap ngejalanin programnya bertahap kyk gimana Jawa sama IKN dulu
937,yessprogramme,Halo Dalam upaya memperkuat ketahanan pangan di Ibu Kota Negara IKN Nusantara para petani milenial DPM dan DPA bersama dengan Young Ambassador Program YESS menyatakan komitmennya untuk memberikan dukungan
938,anik_karolina12,Dukungan PLN Kalimantan Timur terhadap kelistrikan IKN Nusantara adalah langkah penting dalam mendukung program pemerintah untuk meningkatkan akses listrik bagi seluruh masyarakat
939,fira_nara17384,Dukungan PLN Unit Pelaksana Proyek Kalimantan Timur 1 terhadap kelistrikan IKN Nusantara adalah langkah maju dalam mendukung program pemerintah untuk meningkatkan akses listrik bagi seluruh masyarakat
940,hasim_prasetya,Dukungan PLN Unit Pelaksana Proyek Kalimantan Timur 1 terhadap kelistrikan IKN Nusantara adalah langkah penting dalam mendukung program pemerintah untuk meningkatkan akses listrik bagi seluruh masyarakat
941,SutrisnoSpog,Maka seharusnya Program Pengentasan Kemiskinan itu jadi Prioritas Bukan memprioritaskan Program yg hanya untuk memenuhi Selera Penguasa biar dirinya dikenal sepanjang masa berkualitas Program MERCU SUAR seperti IKN KCIC dll
942,SinuratPiu59674,Dulu pernah disampaikan ke publik program prioritas berikutnya adalah peningkatan SDM eeeh malah tetap ke Pembangunan infrastruktur dan IKN Proyek ini lebih populis dan lebih enak untuk dikorup selain pencitraan lebih okeh
943,Poermansyah_M,MENJAGA KEDAULATAN LEBIH PENTING TERHORMAT DARIPADA MENJILAT MERUSAK PERSATUAN KESATUAN BANGSA INDONESIA KAMU NGGAK PUNYA TANGGUNG JAWAB ITU KRN KEPUTUSANMU DEMI MUSUH RAKYAT NKRI MENJADI PENJILAT DAN BUDAK KEPENTINGAN ANTEK ASINGASENG MENGHAMBAT PROGRAM HILIRISASI DAN IKN
944,EkoApan,Blm hantaman PPn naik 25 Bensin naik Pajak lain naik IKN lanjotmakin kacau aja kl dilanjutin program jokowi
945,SutrisnoSpog,Bukan Suudzon Mungkinkah yg getol mengusulkan itu diam2 dpt Fee bila Proyek itu dilaksanakan Program KCIC IKN itu berkualitas Proyek Mercu Suar tidak Prioritas Program Mengentaskan Kemiskinan Menambah Lapangan Kerja Meningkatkan Kualitas Pendidikan lebih Urgen
946,shenhzu,ini sih yg jdi bahan ejekan buat ngejel 01 pdhl 02 jg malah program ikn nya di bantuin sm mamarika trs pro china bgt kalau 03 kurang tau tapi pasti ada lah y
947,ukhty_onya,Fakta bertebaran dimana mana Ada juga Program anies baswedan yg dicontek rezim contoh Prabowo Makan siang gratis uanak sekolah IKN Sumur resapan Rezim ini emang muka tembok Orang2nya di hina2 dijegal Tapi karyanya di contek Memalukan
948,AzmiFaiqoh,pernah jd bendahara di pemerintahan nder kami2 yg ASN ketar ketir APBN kekuras utk program makan doang Udah sejak pembangunan IKN smua disuruh ngirit Gaji naik ga seberapa tp beban kerja nambah terus
949,bpsmgt,program unggulan yg digembar gemborkan harus jalan konsekuensinya program unggulan saat ini akan digeser menjadi prioritas nomor buncit dilaksanakan kalau masih ada sisa anggaran terutama IKN bisa IKN nanti akan jadi kota wisatamuseum ibu kota yg tdk berpenghuni
950,Mas_Berto77,Training salesman ufk memasarkan kavling ikn dan hilirisasi ala anak mukidi Dan belajar program andalan makan siang gratis yg beras aja masih impor tetangga
951,segondang24708,Ya pilih yg ada program maka siang gratis tapi ngutang lagi ke Xi Jinping ya bayarnya nanti jual IKN sama kereta cepat bandung jakarta
952,tribunkaltim,PrabowoGibran Mulai Godok Program yang Anggarannya Setara IKN Nusantara Belajar dari ChinaIndia lewat
953,tribunkaltim,Alasan Ekonom Senior sebut Program Makan Siang Gratis Lebih Penting dari Bangun IKN Nusantara lewat
954,beritaKBR,Pasca PrabowoGibran diumumkan sbg pemenang oleh KPU bgmn sahamsaham yg berhubungan dgn janjijanji kampanye mereka Seperti pembangunan IKN amp program makan siang gratis Apakah ada emiten atau sektor lain yg berpotensi menguat
955,VanessaPadmana7,Program Pembangunan IKN yang melindungi kelestarian alam hayati
956,botuna_69,program Heru Budi Jakarta tenggelam demi IKN
957,PDemokrat,Ciptakan Sarana Prasaran yang Baik Demokrat Dorong Program Renovasi Sekolah di Kaltim Kami mendorong Kementerian PUPR terus melanjutkan program rehab dan renovasi sarana prasarana sekolah maupun madrasah di Kaltim Terlebih dengan adanya IKN sangatlan berhubungan agar
958,MyIkn,Program Eksplorasi Diri anjuran YRMS amp PPD Gombak di IKN melibatkan 40 orang pelajar tingkatan 5 dari SMK Bandar Baru Sg Buloh dan SMK Bukit Gading Peserta program juga turut melakukan aktiviti kraf seramik press mould bungabungaan dan logam cooper tooling
959,ladulcequerida,Ini jkt kembali ke jaman jahiliyah macet banjir gini sbnrnya program pemerenta supaya pada pindah ke ikn pa begimane sik Orgil bgt bjrot br smp rumah
960,tribunkaltim,Alasan Ekonom Senior sebut Program Makan Siang Gratis Lebih Penting dari Bangun IKN Nusantara lewat
961,semut_daun01,Hal yang di takutkan jika proyek ikn ini ga dilanjutkan di rezim berikutnya Apakah ada skandal besar di dalam proyek ikn yang bisa terungkap jika pejabat yang berkuasa di luar dari kelompoknya Stigma di rakyat miskin bahwa bansos merupakan program pejabat yang berkuasa saat
962,Tabrahamicon,Nah kalimat ini jga yg harusnya disampaikan makan gratis 450 T IKN dari APBN saja sudah 90T beban kereta cepat modernisasi militer 13 kota baru dan program absurd lainnya Dipikir ga sih bikin program tuh Udah fiskalnya terbatas
963,yahyaasyar42633,dia sekedar berapologi juga mencari simpati para hakim bhw dukungan JKW hny sekedar dukungan moril Padahal sdh dg fakta disertakan bhw dukungan itu dg menggunakan fasilitas negara BANSOS yg hampir senilai program IKN lbh gede dari anggaran COVID 19 Aparat negara dilibatkan
964,yahyaasyar42633,Ciyeeee ngakunya pake narasi keberlanjutan bisa diterima RAKYAT n unggul tanpa BANSOS Dikiranya semua orang dungu kayak si jubir Tim 02 ini Klo dg narasi keberlanjutan bs diterima n unggul kok bisa BANSOSnya hampir senilai program IKN 476 T
965,cakdan,Ini mah tukeran ama IKN Mereka wajib ikut bangun IKN dituker ama program ini Coba cek aja ada beritanya kok
966,Masaruddin12,Proyek kelistrikan utk ikn ini klau utk yg belum terlistriki sdah bisa tercapai program PLN yg sejak dulu dgn slogan 75 100 artinya 75 thn Indonesia merdeka rakyat Indonesia terlistriki
967,_salsabila289,Presiden Jokowi Dorong Pengembangan Program Pendidikan di IKN
968,abdijaya494,Presiden Jokowi Dorong Pengembangan Program Pendidikan di IKN
969,Bud_Cavalera,Sebagai pakar keuanggan Sudrajat tentu paham betul bahwa ketersediaan apbn tak akan mampu menutupi besaran anggaran kedua proyek2 mercusuar ikn warisan jkw serta makan siang gratis yg merupakan program revolusioner Prb ini bisa memicu dualisme Prb vs jkw yg meminjam tgn Gibran
970,kompascom,Ekonom senior sekaligus Mantan Gubernur Bank Indonesia Soedrajad Djiwandono mengatakan program makan siang gratis lebih penting dari IKN
971,Nidyna10,Pembangunan IKN juga melibatkan para penduduk lokalagar tidak hanya menjadi penonton namun juga sebagai aktor pembangunan melalui berbagaiprogram pembinaan pelatihan literasi digital upskilling dan reskilling
973,prokaldotco,RRI mempersiapkan programprogram untuk pra HUT RI ke79 di IKN termasuk teknis siaran perdana RRI di IKN juga melakukan rotasi pegawai setiap dua bulan untuk merasakan pembangunan IKN
974,rhidooooo,Parameter kebenaran lo hanya menguntungkan diri dan keluarga lo Thats it siapa yang akan bayar Utang luar negeri yang lu ciptain kalau bukan rakyat dengan pajak yang mencekik dan program program IKN tolol itu
975,Rosi_KompasTV,Ekonom Senior Soedradjad Djiwandono Program Makan Gratis Lebih Penting dari Pembangunan IKN karena Link
976,KompasTV,Ekonom Senior Program Makan Gratis Lebih Penting dari Pembangunan IKN karena ROSI
977,Sugiyan17866402,Program Makan Siang Gratis dan IKN Ekonom Menyebut Makan Siang Lebih Pe lewat
978,arsaidu69254,Kemaren program IKN wiwi grasah grusuh sekarang memuji lewat wowo apa ni namanya penjilat
979,Bud_Cavalera,Mungkin Prb nya ikhlas jadi perpanjangan tangan jkw tapi belum tertentu bagi sirkelanya Sudrajat jiwandono abang ipar Prb sdh melemparkan pernyataan program makan siang gratis lbh penting dari ikn dgn realitas ruang fiskal terbatas bisa jadi akar konflik pemerintahan mendatang
